route,date,daytype,rides,year,month,day,day_of_week,is_weekend,season,route_encoded,TMAX,TMIN,PRCP,SNOW,AWND,is_rainy,is_snowy,rides_lag_1,rides_lag_7,rides_rolling_7,high_load
24,2003-04-28,W,4654,2003,4,28,0,0,1,68,15.0,5.0,0.0,0.0,10.0,0,0,4284.0,2945.0,3963.0,1
35,2014-02-11,W,5318,2014,2,11,1,0,0,81,15.0,5.0,0.0,0.0,10.0,0,0,5554.0,5642.0,4584.857142857143,1
72,2024-09-07,A,9084,2024,9,7,5,1,3,131,0.0,0.0,0.0,0.0,0.0,0,0,11554.0,9398.0,10121.42857142857,0
62,2008-07-20,U,7425,2008,7,20,6,1,2,115,15.0,5.0,0.0,0.0,10.0,0,0,9014.0,6888.0,12907.714285714286,0
39,2022-06-11,A,561,2022,6,11,5,1,2,85,0.0,0.0,0.0,0.0,0.0,0,0,1345.0,514.0,1085.857142857143,0
55,2014-06-15,U,6219,2014,6,15,6,1,2,106,15.0,5.0,0.0,0.0,10.0,0,0,8062.0,7018.0,10152.857142857143,0
92,2007-01-29,W,7582,2007,1,29,0,0,0,155,15.0,5.0,0.0,0.0,10.0,0,0,2408.0,8544.0,6929.428571428572,1
54B,2017-05-03,W,3464,2017,5,3,2,0,1,105,15.0,5.0,0.0,0.0,10.0,0,0,3243.0,3178.0,2748.1428571428573,0
53,2019-05-02,W,18184,2019,5,2,3,0,1,100,15.0,5.0,0.0,0.0,10.0,0,0,19651.0,19244.0,15542.57142857143,0
73,2012-01-06,W,5187,2012,1,6,4,0,0,132,15.0,5.0,0.0,0.0,10.0,0,0,5170.0,4389.0,3668.142857142857,1
100,2014-04-28,W,786,2014,4,28,0,0,1,2,15.0,5.0,0.0,0.0,10.0,0,0,815.0,606.0,680.5714285714286,0
78,2019-12-18,W,6556,2019,12,18,2,0,0,137,0.0,0.0,0.0,0.0,0.0,0,0,6540.0,6982.0,5818.0,0
X49,2022-10-03,W,4476,2022,10,3,0,0,3,181,0.0,0.0,0.0,0.0,0.0,0,0,4969.0,5288.0,4750.428571428572,0
136,2022-06-23,W,831,2022,6,23,3,0,2,29,0.0,0.0,0.0,0.0,0.0,0,0,786.0,877.0,722.1428571428571,0
80,2019-07-16,W,10243,2019,7,16,1,0,2,140,0.0,0.0,0.0,0.0,0.0,0,0,9658.0,10133.0,9024.857142857143,0
96,2005-07-11,W,1150,2005,7,11,0,0,2,161,15.0,5.0,0.0,0.0,10.0,0,0,1264.0,1002.0,1091.0,1
54,2022-03-30,W,5010,2022,3,30,2,0,1,103,0.0,0.0,0.0,0.0,0.0,0,0,5825.0,5140.0,4857.0,0
80,2015-01-03,A,6992,2015,1,3,5,1,0,140,15.0,5.0,0.0,0.0,10.0,0,0,9633.0,7257.0,8003.857142857143,0
71,2012-11-14,W,10383,2012,11,14,2,0,3,130,15.0,5.0,0.0,0.0,10.0,0,0,9986.0,10412.0,8978.142857142857,1
55,2004-07-17,A,10245,2004,7,17,5,1,2,106,15.0,5.0,0.0,0.0,10.0,0,0,11584.0,9974.0,11652.285714285714,0
146,2012-04-10,W,10569,2012,4,10,1,0,1,35,15.0,5.0,0.0,0.0,10.0,0,0,10063.0,11293.0,10178.42857142857,0
157,2018-10-31,W,6663,2018,10,31,2,0,3,44,15.0,5.0,0.0,0.0,10.0,0,0,6729.0,6885.0,6769.285714285715,1
151,2001-01-25,W,24911,2001,1,25,3,0,0,39,15.0,5.0,0.0,0.0,10.0,0,0,24412.0,23629.0,20824.285714285717,1
115,2016-03-17,W,4234,2016,3,17,3,0,1,12,15.0,5.0,0.0,0.0,10.0,0,0,4046.0,4241.0,3484.5714285714284,1
67,2020-08-28,W,4398,2020,8,28,4,0,2,124,0.0,0.0,0.0,0.0,0.0,0,0,4290.0,4238.0,3898.714285714286,0
7,2009-08-21,W,6224,2009,8,21,4,0,2,128,15.0,5.0,0.0,0.0,10.0,0,0,6003.0,5969.0,5726.857142857143,0
74,2006-09-24,U,5717,2006,9,24,6,1,3,133,15.0,5.0,0.0,0.0,10.0,0,0,7900.0,6056.0,10973.714285714286,0
22,2014-11-05,W,19582,2014,11,5,2,0,3,67,15.0,5.0,0.0,0.0,10.0,0,0,19572.0,19474.0,17200.428571428572,1
7,2019-05-20,W,4388,2019,5,20,0,0,1,128,15.0,5.0,0.0,0.0,10.0,0,0,4158.0,5271.0,4605.714285714285,0
52,2001-05-24,W,11002,2001,5,24,3,0,1,98,15.0,5.0,0.0,0.0,10.0,0,0,10086.0,12036.0,10494.857142857143,0
49B,2017-11-17,W,5291,2017,11,17,4,0,3,94,15.0,5.0,0.0,0.0,10.0,0,0,4975.0,4960.0,4701.857142857143,1
63W,2023-04-10,W,1132,2023,4,10,0,0,1,118,0.0,0.0,0.0,0.0,0.0,0,0,453.0,982.0,791.4285714285714,0
54B,2002-09-24,W,4657,2002,9,24,1,0,3,105,15.0,5.0,0.0,0.0,10.0,0,0,5273.0,4790.0,4899.571428571428,1
74,2024-09-03,W,9790,2024,9,3,1,0,3,133,0.0,0.0,0.0,0.0,0.0,0,0,5247.0,9022.0,8098.285714285715,0
146,2008-05-10,A,10686,2008,5,10,5,1,1,35,15.0,5.0,0.0,0.0,10.0,0,0,10595.0,9452.0,9813.42857142857,0
51,2005-10-25,W,2531,2005,10,25,1,0,3,97,15.0,5.0,0.0,0.0,10.0,0,0,2531.0,3302.0,2395.428571428572,1
79,2018-08-14,W,21457,2018,8,14,1,0,2,138,15.0,5.0,0.0,0.0,10.0,0,0,21025.0,21767.0,20199.14285714286,0
134,2018-10-09,W,2907,2018,10,9,1,0,3,27,15.0,5.0,0.0,0.0,10.0,0,0,2301.0,2087.0,2320.1428571428573,1
53A,2022-01-16,U,816,2022,1,16,6,1,0,101,0.0,0.0,0.0,0.0,0.0,0,0,1196.0,753.0,2593.428571428572,0
43,2007-11-16,W,1615,2007,11,16,4,0,3,88,15.0,5.0,0.0,0.0,10.0,0,0,1473.0,1463.0,1170.571428571429,1
22,2021-07-20,W,10544,2021,7,20,1,0,2,67,0.0,0.0,0.0,0.0,0.0,0,0,9886.0,9618.0,9634.714285714286,0
108,2013-01-02,W,1202,2013,1,2,2,0,0,7,15.0,5.0,0.0,0.0,10.0,0,0,1138.0,1756.0,1220.428571428571,0
126,2001-03-18,U,3413,2001,3,18,6,1,1,21,15.0,5.0,0.0,0.0,10.0,0,0,5684.0,2897.0,9178.42857142857,0
14,2007-07-02,W,12568,2007,7,2,0,0,2,31,15.0,5.0,0.0,0.0,10.0,0,0,4628.0,11722.0,10070.0,1
90,2016-07-06,W,4454,2016,7,6,2,0,2,152,15.0,5.0,0.0,0.0,10.0,0,0,4521.0,4952.0,3814.714285714286,0
50,2011-07-18,W,9161,2011,7,18,0,0,2,96,15.0,5.0,0.0,0.0,10.0,0,0,4209.0,8988.0,8401.42857142857,1
146,2004-06-11,W,7227,2004,6,11,4,0,2,35,15.0,5.0,0.0,0.0,10.0,0,0,7592.0,8194.0,7527.857142857143,0
85A,2012-07-27,W,909,2012,7,27,4,0,2,146,15.0,5.0,0.0,0.0,10.0,0,0,897.0,1047.0,929.1428571428572,1
X9,2018-07-02,W,6835,2018,7,2,0,0,2,185,15.0,5.0,0.0,0.0,10.0,0,0,7175.0,6542.0,6966.571428571428,0
70,2008-09-28,U,5779,2008,9,28,6,1,3,129,15.0,5.0,0.0,0.0,10.0,0,0,7946.0,6150.0,10347.714285714286,0
97,2016-11-30,W,3030,2016,11,30,2,0,3,162,15.0,5.0,0.0,0.0,10.0,0,0,3224.0,2830.0,2286.8571428571427,0
143,2010-02-10,W,1456,2010,2,10,2,0,0,32,15.0,5.0,0.0,0.0,10.0,0,0,1555.0,1525.0,1296.0,1
17,2004-06-04,W,820,2004,6,4,4,0,2,48,15.0,5.0,0.0,0.0,10.0,0,0,408.0,467.0,511.4285714285714,1
92,2009-12-06,U,2987,2009,12,6,6,1,0,155,15.0,5.0,0.0,0.0,10.0,0,0,4125.0,2931.0,6990.571428571428,0
47,2010-11-27,A,7360,2010,11,27,5,1,3,90,15.0,5.0,0.0,0.0,10.0,0,0,6882.0,8721.0,8336.0,0
49B,2020-01-08,W,4904,2020,1,8,2,0,0,94,0.0,0.0,0.0,0.0,0.0,0,0,4990.0,1995.0,3843.857142857143,0
34,2024-05-23,W,4639,2024,5,23,3,0,1,80,0.0,0.0,0.0,0.0,0.0,0,0,3194.0,2817.0,2686.1428571428573,0
88,2018-02-28,W,1474,2018,2,28,2,0,0,149,15.0,5.0,0.0,0.0,10.0,0,0,1614.0,1351.0,1160.571428571429,1
126,2012-11-25,U,2438,2012,11,25,6,1,3,21,15.0,5.0,0.0,0.0,10.0,0,0,2488.0,2665.0,4580.0,0
90,2019-12-04,W,4625,2019,12,4,2,0,0,152,0.0,0.0,0.0,0.0,0.0,0,0,4252.0,3614.0,2952.5714285714284,1
155,2019-03-24,U,3616,2019,3,24,6,1,1,42,15.0,5.0,0.0,0.0,10.0,0,0,4899.0,3864.0,5814.428571428572,0
35,2022-06-03,W,2797,2022,6,3,4,0,2,81,0.0,0.0,0.0,0.0,0.0,0,0,2647.0,2549.0,2167.0,0
87,2022-01-27,W,5068,2022,1,27,3,0,0,148,0.0,0.0,0.0,0.0,0.0,0,0,3895.0,4557.0,3890.714285714286,0
20,2022-06-22,W,8238,2022,6,22,2,0,2,58,0.0,0.0,0.0,0.0,0.0,0,0,7680.0,8330.0,6738.142857142857,0
82,2013-10-11,W,22005,2013,10,11,4,0,3,143,15.0,5.0,0.0,0.0,10.0,0,0,22625.0,21835.0,19351.0,1
62H,2018-03-21,W,957,2018,3,21,2,0,1,116,15.0,5.0,0.0,0.0,10.0,0,0,884.0,1054.0,925.8571428571428,0
170,2011-05-31,W,219,2011,5,31,1,0,1,49,15.0,5.0,0.0,0.0,10.0,0,0,204.0,323.0,295.0,0
53A,2022-03-19,A,1435,2022,3,19,5,1,1,101,0.0,0.0,0.0,0.0,0.0,0,0,3822.0,1217.0,3559.5714285714284,0
79,2022-01-31,W,11831,2022,1,31,0,0,0,138,0.0,0.0,0.0,0.0,0.0,0,0,6043.0,10562.0,9153.285714285714,0
24,2011-03-30,W,3899,2011,3,30,2,0,1,68,15.0,5.0,0.0,0.0,10.0,0,0,3589.0,3701.0,3817.571428571429,1
R69,2013-09-11,W,1449,2013,9,11,2,0,3,172,15.0,5.0,0.0,0.0,10.0,0,0,1738.0,1977.0,1717.428571428571,0
51,2009-12-02,W,2590,2009,12,2,2,0,0,97,15.0,5.0,0.0,0.0,10.0,0,0,2525.0,2515.0,1802.4285714285716,1
136,2024-08-23,W,419,2024,8,23,4,0,2,29,0.0,0.0,0.0,0.0,0.0,0,0,500.0,977.0,622.8571428571429,0
82,2007-06-04,W,18574,2007,6,4,0,0,2,143,15.0,5.0,0.0,0.0,10.0,0,0,8822.0,8269.0,15129.42857142857,1
108,2009-01-21,W,3309,2009,1,21,2,0,0,7,15.0,5.0,0.0,0.0,10.0,0,0,3081.0,2899.0,2398.714285714286,1
67,2013-07-16,W,10530,2013,7,16,1,0,2,124,15.0,5.0,0.0,0.0,10.0,0,0,10011.0,10597.0,9528.285714285714,0
73,2017-05-14,U,1971,2017,5,14,6,1,1,132,15.0,5.0,0.0,0.0,10.0,0,0,2966.0,1919.0,4851.428571428572,0
75,2012-07-08,U,4447,2012,7,8,6,1,2,134,15.0,5.0,0.0,0.0,10.0,0,0,5646.0,4304.0,6090.0,0
77,2018-01-30,W,19176,2018,1,30,1,0,0,136,15.0,5.0,0.0,0.0,10.0,0,0,18624.0,20304.0,16885.85714285714,0
93,2008-08-21,W,3170,2008,8,21,3,0,2,156,15.0,5.0,0.0,0.0,10.0,0,0,3445.0,3193.0,2960.285714285714,0
47,2006-03-01,W,12877,2006,3,1,2,0,1,90,15.0,5.0,0.0,0.0,10.0,0,0,11100.0,11163.0,10095.42857142857,1
97,2025-12-20,A,1566,2025,12,20,5,1,0,162,0.0,0.0,0.0,0.0,0.0,0,0,1834.0,1145.0,1641.0,0
49,2006-11-19,U,14430,2006,11,19,6,1,3,92,15.0,5.0,0.0,0.0,10.0,0,0,20832.0,14006.0,19680.42857142857,0
67,2022-09-13,W,5423,2022,9,13,1,0,3,124,0.0,0.0,0.0,0.0,0.0,0,0,5300.0,5425.0,4886.0,0
2,2002-07-22,W,1528,2002,7,22,0,0,2,57,15.0,5.0,0.0,0.0,10.0,0,0,1399.0,2356.0,1191.857142857143,0
35,2001-06-16,A,3746,2001,6,16,5,1,2,81,15.0,5.0,0.0,0.0,10.0,0,0,5536.0,4351.0,5067.428571428572,0
63W,2016-11-24,U,392,2016,11,24,3,1,3,118,15.0,5.0,0.0,0.0,10.0,0,0,1196.0,1571.0,1146.428571428571,0
106,2004-08-24,W,975,2004,8,24,1,0,2,6,15.0,5.0,0.0,0.0,10.0,0,0,1411.0,1506.0,1092.7142857142858,0
106,2013-08-18,U,265,2013,8,18,6,1,2,6,15.0,5.0,0.0,0.0,10.0,0,0,531.0,282.0,915.7142857142856,0
169,2002-04-11,W,426,2002,4,11,3,0,1,47,15.0,5.0,0.0,0.0,10.0,0,0,493.0,635.0,495.0,1
52A,2012-04-28,A,1961,2012,4,28,5,1,1,99,15.0,5.0,0.0,0.0,10.0,0,0,4891.0,2341.0,4015.714285714286,0
74,2004-01-12,W,12732,2004,1,12,0,0,0,133,15.0,5.0,0.0,0.0,10.0,0,0,5367.0,12093.0,10462.57142857143,1
67,2003-07-01,W,13637,2003,7,1,1,0,2,124,15.0,5.0,0.0,0.0,10.0,0,0,11864.0,13549.0,10637.42857142857,1
76,2018-09-12,W,12449,2018,9,12,2,0,3,135,15.0,5.0,0.0,0.0,10.0,0,0,12756.0,12494.0,10353.0,1
75,2007-10-24,W,9571,2007,10,24,2,0,3,134,15.0,5.0,0.0,0.0,10.0,0,0,8889.0,10123.0,8018.857142857143,1
64,2003-03-05,W,220,2003,3,5,2,0,1,119,15.0,5.0,0.0,0.0,10.0,0,0,160.0,235.0,202.57142857142856,0
112,2021-02-19,W,639,2021,2,19,4,0,0,11,0.0,0.0,0.0,0.0,0.0,0,0,562.0,604.0,445.7142857142857,0
30,2023-05-31,W,2102,2023,5,31,2,0,1,77,0.0,0.0,0.0,0.0,0.0,0,0,1875.0,1983.0,1478.2857142857142,0
2,2009-07-09,W,2173,2009,7,9,3,0,2,57,15.0,5.0,0.0,0.0,10.0,0,0,2230.0,2189.0,2207.5714285714284,0
24,2016-06-13,W,2969,2016,6,13,0,0,2,68,15.0,5.0,0.0,0.0,10.0,0,0,2742.0,3067.0,2930.0,0
200,2004-03-11,W,172,2004,3,11,3,0,1,59,15.0,5.0,0.0,0.0,10.0,0,0,165.0,101.0,135.0,0
53,2001-02-08,W,22156,2001,2,8,3,0,0,100,15.0,5.0,0.0,0.0,10.0,0,0,22002.0,22446.0,19662.714285714286,1
54B,2018-03-07,W,2846,2018,3,7,2,0,1,105,15.0,5.0,0.0,0.0,10.0,0,0,2804.0,2916.0,2619.0,0
146,2014-12-26,W,9507,2014,12,26,4,0,0,35,15.0,5.0,0.0,0.0,10.0,0,0,2886.0,12654.0,9940.285714285714,0
80,2011-07-12,W,14564,2011,7,12,1,0,2,140,15.0,5.0,0.0,0.0,10.0,0,0,13522.0,14441.0,12885.285714285714,1
169,2020-04-20,W,99,2020,4,20,0,0,1,47,0.0,0.0,0.0,0.0,0.0,0,0,100.0,49.0,71.57142857142857,0
108,2004-03-24,W,2774,2004,3,24,2,0,1,7,15.0,5.0,0.0,0.0,10.0,0,0,2966.0,2994.0,3038.8571428571427,1
111A,2022-08-22,W,279,2022,8,22,0,0,2,10,0.0,0.0,0.0,0.0,0.0,0,0,139.0,135.0,155.42857142857142,1
53A,2015-06-22,W,6571,2015,6,22,0,0,2,101,15.0,5.0,0.0,0.0,10.0,0,0,2589.0,7697.0,6727.714285714285,0
37,2003-04-04,W,2651,2003,4,4,4,0,1,83,15.0,5.0,0.0,0.0,10.0,0,0,2687.0,2779.0,2863.714285714286,1
29,2008-09-17,W,17466,2008,9,17,2,0,3,73,15.0,5.0,0.0,0.0,10.0,0,0,16369.0,18133.0,15186.857142857143,1
112,2022-02-28,W,1122,2022,2,28,0,0,0,11,0.0,0.0,0.0,0.0,0.0,0,0,298.0,584.0,750.2857142857143,0
1,2023-06-15,W,1103,2023,6,15,3,0,2,0,0.0,0.0,0.0,0.0,0.0,0,0,1176.0,1071.0,978.0,0
73,2010-09-21,W,6479,2010,9,21,1,0,3,132,15.0,5.0,0.0,0.0,10.0,0,0,6606.0,6581.0,5383.285714285715,1
171,2021-03-25,W,234,2021,3,25,3,0,1,50,0.0,0.0,0.0,0.0,0.0,0,0,235.0,234.0,181.57142857142856,0
77,2011-01-08,A,14356,2011,1,8,5,1,0,136,15.0,5.0,0.0,0.0,10.0,0,0,21766.0,8310.0,17984.85714285714,0
53A,2004-12-21,W,6150,2004,12,21,1,0,0,101,15.0,5.0,0.0,0.0,10.0,0,0,5618.0,9284.0,6912.714285714285,0
130,2013-06-04,W,609,2013,6,4,1,0,2,25,15.0,5.0,0.0,0.0,10.0,0,0,306.0,363.0,470.0,0
20,2025-05-11,U,7605,2025,5,11,6,1,1,58,0.0,0.0,0.0,0.0,0.0,0,0,9970.0,6498.0,12348.0,0
111,2010-11-06,A,3981,2010,11,6,5,1,3,9,15.0,5.0,0.0,0.0,10.0,0,0,7312.0,3910.0,6005.857142857143,0
206,2023-02-08,W,480,2023,2,8,2,0,0,65,0.0,0.0,0.0,0.0,0.0,0,0,399.0,399.0,396.1428571428572,0
119,2015-07-10,W,4916,2015,7,10,4,0,2,13,15.0,5.0,0.0,0.0,10.0,0,0,4430.0,4553.0,4043.285714285714,1
47,2003-09-03,W,13179,2003,9,3,2,0,3,90,15.0,5.0,0.0,0.0,10.0,0,0,12850.0,7497.0,7882.142857142857,1
71,2015-10-28,W,8202,2015,10,28,2,0,3,130,15.0,5.0,0.0,0.0,10.0,0,0,8432.0,9103.0,7922.714285714285,0
44,2020-06-20,A,738,2020,6,20,5,1,2,89,0.0,0.0,0.0,0.0,0.0,0,0,1240.0,216.0,1104.142857142857,0
135,2021-03-08,W,260,2021,3,8,0,0,1,28,0.0,0.0,0.0,0.0,0.0,0,0,235.0,273.0,261.7142857142857,0
14,2010-02-07,U,3153,2010,2,7,6,1,0,31,15.0,5.0,0.0,0.0,10.0,0,0,5459.0,3379.0,11404.42857142857,0
51,2020-04-19,U,239,2020,4,19,6,1,1,97,0.0,0.0,0.0,0.0,0.0,0,0,293.0,238.0,302.1428571428572,0
22,2022-07-13,W,12318,2022,7,13,2,0,2,67,0.0,0.0,0.0,0.0,0.0,0,0,12311.0,11729.0,10821.42857142857,0
22,2006-02-12,U,11670,2006,2,12,6,1,0,67,15.0,5.0,0.0,0.0,10.0,0,0,14313.0,12014.0,17875.714285714286,0
192,2011-08-22,W,699,2011,8,22,0,0,2,56,15.0,5.0,0.0,0.0,10.0,0,0,611.0,1232.0,786.1428571428571,0
92,2016-01-18,W,3498,2016,1,18,0,0,0,155,15.0,5.0,0.0,0.0,10.0,0,0,2000.0,5870.0,5424.0,0
84,2014-04-22,W,4196,2014,4,22,1,0,1,144,15.0,5.0,0.0,0.0,10.0,0,0,4198.0,3613.0,3136.1428571428573,1
59,2008-02-13,W,3919,2008,2,13,2,0,0,112,15.0,5.0,0.0,0.0,10.0,0,0,2670.0,4250.0,3285.0,1
170,2011-04-21,W,323,2011,4,21,3,0,1,49,15.0,5.0,0.0,0.0,10.0,0,0,260.0,272.0,245.7142857142857,0
135,2010-07-13,W,3944,2010,7,13,1,0,2,28,15.0,5.0,0.0,0.0,10.0,0,0,4003.0,3375.0,3580.0,1
11,2015-04-03,W,1491,2015,4,3,4,0,1,8,15.0,5.0,0.0,0.0,10.0,0,0,1673.0,1814.0,1481.571428571429,0
169,2020-09-22,W,163,2020,9,22,1,0,3,47,0.0,0.0,0.0,0.0,0.0,0,0,205.0,25.0,90.71428571428572,0
205,2007-08-06,W,587,2007,8,6,0,0,2,64,15.0,5.0,0.0,0.0,10.0,0,0,788.0,955.0,773.1428571428571,0
152,2011-05-12,W,12571,2011,5,12,3,0,1,40,15.0,5.0,0.0,0.0,10.0,0,0,11921.0,11434.0,9949.142857142857,1
85,2023-09-14,W,7840,2023,9,14,3,0,3,145,0.0,0.0,0.0,0.0,0.0,0,0,8851.0,7839.0,7129.714285714285,0
69,2008-12-11,W,463,2008,12,11,3,0,0,126,15.0,5.0,0.0,0.0,10.0,0,0,519.0,477.0,479.1428571428572,0
78,2013-12-03,W,10375,2013,12,3,1,0,0,137,15.0,5.0,0.0,0.0,10.0,0,0,9909.0,9465.0,6686.142857142857,1
55N,2007-07-13,W,572,2007,7,13,4,0,2,108,15.0,5.0,0.0,0.0,10.0,0,0,539.0,529.0,472.1428571428572,0
29,2007-04-12,W,14507,2007,4,12,3,0,1,73,15.0,5.0,0.0,0.0,10.0,0,0,12893.0,13313.0,12310.285714285714,1
60,2022-12-10,A,3946,2022,12,10,5,1,0,114,0.0,0.0,0.0,0.0,0.0,0,0,6076.0,3751.0,5885.0,0
3,2001-12-05,W,23720,2001,12,5,2,0,0,76,15.0,5.0,0.0,0.0,10.0,0,0,25841.0,24210.0,21216.85714285714,1
106,2026-01-02,W,445,2026,1,2,4,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,188.0,423.0,386.2857142857143,0
71,2001-10-20,A,4782,2001,10,20,5,1,3,130,15.0,5.0,0.0,0.0,10.0,0,0,7693.0,4520.0,6341.285714285715,0
71,2023-09-27,W,5523,2023,9,27,2,0,3,130,0.0,0.0,0.0,0.0,0.0,0,0,5186.0,6081.0,4971.142857142857,0
47,2009-04-25,A,7913,2009,4,25,5,1,1,90,15.0,5.0,0.0,0.0,10.0,0,0,12645.0,8818.0,10211.714285714286,0
129,2003-07-18,W,681,2003,7,18,4,0,2,24,15.0,5.0,0.0,0.0,10.0,0,0,920.0,861.0,881.0,0
66,2003-09-08,W,21636,2003,9,8,0,0,3,123,15.0,5.0,0.0,0.0,10.0,0,0,9148.0,8076.0,17235.0,0
201,2007-05-28,U,34,2007,5,28,0,1,1,60,15.0,5.0,0.0,0.0,10.0,0,0,35.0,1532.0,1165.0,0
87,2011-07-19,W,14594,2011,7,19,1,0,2,148,15.0,5.0,0.0,0.0,10.0,0,0,14196.0,16317.0,13613.42857142857,1
74,2018-08-05,U,5901,2018,8,5,6,1,2,133,15.0,5.0,0.0,0.0,10.0,0,0,8132.0,6221.0,9985.285714285714,0
17,2010-03-16,W,413,2010,3,16,1,0,1,48,15.0,5.0,0.0,0.0,10.0,0,0,459.0,671.0,572.7142857142857,0
96,2001-07-18,W,1100,2001,7,18,2,0,2,161,15.0,5.0,0.0,0.0,10.0,0,0,1728.0,1409.0,1288.142857142857,1
169,2024-03-26,W,71,2024,3,26,1,0,1,47,0.0,0.0,0.0,0.0,0.0,0,0,66.0,137.0,88.57142857142857,0
26,2014-06-09,W,3197,2014,6,9,0,0,2,70,15.0,5.0,0.0,0.0,10.0,0,0,2905.0,3289.0,3133.428571428572,0
92,2023-08-03,W,4064,2023,8,3,3,0,2,155,0.0,0.0,0.0,0.0,0.0,0,0,3940.0,4402.0,3521.714285714286,0
49,2003-06-06,W,22113,2003,6,6,4,0,2,92,15.0,5.0,0.0,0.0,10.0,0,0,21549.0,22135.0,20337.14285714286,1
X9,2017-01-25,W,8667,2017,1,25,2,0,0,185,15.0,5.0,0.0,0.0,10.0,0,0,9050.0,4308.0,7959.285714285715,1
172,2020-09-28,W,421,2020,9,28,0,0,3,51,0.0,0.0,0.0,0.0,0.0,0,0,114.0,215.0,193.7142857142857,0
80,2025-08-14,W,7854,2025,8,14,3,0,2,140,0.0,0.0,0.0,0.0,0.0,0,0,8204.0,7923.0,7200.142857142857,0
145,2003-09-25,W,4603,2003,9,25,3,0,3,34,15.0,5.0,0.0,0.0,10.0,0,0,4690.0,5112.0,3839.142857142857,0
5,2020-07-12,U,195,2020,7,12,6,1,2,95,0.0,0.0,0.0,0.0,0.0,0,0,196.0,154.0,216.0,0
57,2009-05-11,W,3187,2009,5,11,0,0,1,111,15.0,5.0,0.0,0.0,10.0,0,0,765.0,3668.0,2738.428571428572,1
59,2001-08-27,W,3671,2001,8,27,0,0,2,112,15.0,5.0,0.0,0.0,10.0,0,0,1464.0,1933.0,2935.428571428572,1
29,2011-06-30,W,14279,2011,6,30,3,0,2,73,15.0,5.0,0.0,0.0,10.0,0,0,16010.0,13389.0,13675.42857142857,1
81W,2017-06-29,W,1611,2017,6,29,3,0,2,142,15.0,5.0,0.0,0.0,10.0,0,0,1488.0,1534.0,1323.142857142857,1
6,2022-01-20,W,3531,2022,1,20,3,0,0,113,0.0,0.0,0.0,0.0,0.0,0,0,3708.0,3518.0,3328.5714285714284,0
134,2017-04-13,W,2838,2017,4,13,3,0,1,27,15.0,5.0,0.0,0.0,10.0,0,0,3037.0,3064.0,2919.714285714286,1
65,2015-03-25,W,8811,2015,3,25,2,0,1,122,15.0,5.0,0.0,0.0,10.0,0,0,8868.0,9035.0,7418.142857142857,1
81W,2019-06-21,W,1468,2019,6,21,4,0,2,142,15.0,5.0,0.0,0.0,10.0,0,0,1554.0,1601.0,1297.7142857142858,0
3,2025-11-11,W,11897,2025,11,11,1,0,3,76,0.0,0.0,0.0,0.0,0.0,0,0,12550.0,16103.0,13801.285714285714,0
121,2024-04-16,W,535,2024,4,16,1,0,1,16,0.0,0.0,0.0,0.0,0.0,0,0,343.0,225.0,385.7142857142857,0
59,2002-06-19,W,4093,2002,6,19,2,0,2,112,15.0,5.0,0.0,0.0,10.0,0,0,4594.0,4180.0,4219.857142857143,1
97,2013-10-08,W,3850,2013,10,8,1,0,3,162,15.0,5.0,0.0,0.0,10.0,0,0,3685.0,4144.0,3233.8571428571427,1
X49,2003-03-31,W,7010,2003,3,31,0,0,1,181,15.0,5.0,0.0,0.0,10.0,0,0,5741.0,8320.0,7841.857142857143,0
30,2012-02-02,W,4162,2012,2,2,3,0,0,77,15.0,5.0,0.0,0.0,10.0,0,0,4356.0,4232.0,3252.428571428572,1
94,2006-05-30,W,10492,2006,5,30,1,0,1,157,15.0,5.0,0.0,0.0,10.0,0,0,3335.0,11325.0,7865.285714285715,1
106,2014-11-03,W,2457,2014,11,3,0,0,3,6,15.0,5.0,0.0,0.0,10.0,0,0,363.0,2430.0,1714.0,1
52A,2023-11-03,W,2789,2023,11,3,4,0,3,99,0.0,0.0,0.0,0.0,0.0,0,0,2967.0,2603.0,2314.0,0
78,2014-05-24,A,5284,2014,5,24,5,1,1,137,15.0,5.0,0.0,0.0,10.0,0,0,8150.0,5316.0,7540.428571428572,0
X49,2008-10-08,W,15195,2008,10,8,2,0,3,181,15.0,5.0,0.0,0.0,10.0,0,0,16038.0,13998.0,15242.285714285714,1
21,2002-11-04,W,8634,2002,11,4,0,0,3,66,15.0,5.0,0.0,0.0,10.0,0,0,6517.0,8026.0,7840.857142857143,1
21,2023-04-05,W,5524,2023,4,5,2,0,1,66,0.0,0.0,0.0,0.0,0.0,0,0,5071.0,5807.0,5413.285714285715,0
6,2021-09-20,W,4711,2021,9,20,0,0,3,113,0.0,0.0,0.0,0.0,0.0,0,0,4304.0,4527.0,4820.142857142857,0
79,2013-11-19,W,28071,2013,11,19,1,0,3,138,15.0,5.0,0.0,0.0,10.0,0,0,25642.0,24509.0,23072.0,1
8,2011-04-08,W,24375,2011,4,8,4,0,1,139,15.0,5.0,0.0,0.0,10.0,0,0,25325.0,24313.0,21803.42857142857,1
88,2014-06-23,W,1087,2014,6,23,0,0,2,149,15.0,5.0,0.0,0.0,10.0,0,0,465.0,1154.0,992.4285714285714,0
