route,date,daytype,rides,year,month,day,day_of_week,is_weekend,season,route_encoded,TMAX,TMIN,PRCP,SNOW,AWND,is_rainy,is_snowy,rides_lag_1,rides_lag_7,rides_rolling_7,high_load
155,2011-08-11,W,7156,2011,8,11,3,0,2,42,15.0,5.0,0.0,0.0,10.0,0,0,7472.0,7818.0,7118.285714285715,1
1001,2021-02-06,A,59,2021,2,6,5,1,0,3,0.0,0.0,0.0,0.0,0.0,0,0,31.0,21.0,40.71428571428572,0
11,2005-06-24,W,2882,2005,6,24,4,0,2,8,15.0,5.0,0.0,0.0,10.0,0,0,3132.0,3670.0,2692.5714285714284,1
50,2002-05-16,W,7643,2002,5,16,3,0,1,96,15.0,5.0,0.0,0.0,10.0,0,0,8654.0,9271.0,6973.285714285715,0
108,2023-10-18,W,733,2023,10,18,2,0,3,7,0.0,0.0,0.0,0.0,0.0,0,0,732.0,403.0,691.4285714285714,0
119,2016-01-05,W,4607,2016,1,5,1,0,0,13,15.0,5.0,0.0,0.0,10.0,0,0,4334.0,3288.0,3214.5714285714284,0
51,2025-06-01,U,572,2025,6,1,6,1,2,97,0.0,0.0,0.0,0.0,0.0,0,0,695.0,540.0,904.0,0
35,2017-01-06,W,3612,2017,1,6,4,0,0,81,15.0,5.0,0.0,0.0,10.0,0,0,3577.0,3667.0,3017.8571428571427,0
147,2020-12-31,W,3680,2020,12,31,3,0,0,36,0.0,0.0,0.0,0.0,0.0,0,0,3862.0,3268.0,3118.285714285714,0
36,2003-08-25,W,14860,2003,8,25,0,0,2,82,15.0,5.0,0.0,0.0,10.0,0,0,8701.0,13882.0,12890.714285714286,0
34,2001-07-14,A,5016,2001,7,14,5,1,2,80,15.0,5.0,0.0,0.0,10.0,0,0,5528.0,5123.0,6018.428571428572,0
108,2017-02-15,W,1232,2017,2,15,2,0,0,7,15.0,5.0,0.0,0.0,10.0,0,0,1434.0,1467.0,1395.428571428571,0
53,2014-01-20,W,13971,2014,1,20,0,0,0,100,15.0,5.0,0.0,0.0,10.0,0,0,8771.0,21605.0,17714.0,0
155,2004-07-17,A,5149,2004,7,17,5,1,2,42,15.0,5.0,0.0,0.0,10.0,0,0,5663.0,4574.0,5643.428571428572,0
73,2016-12-30,W,4048,2016,12,30,4,0,0,132,15.0,5.0,0.0,0.0,10.0,0,0,3862.0,4346.0,2875.5714285714284,0
5,2018-04-06,W,468,2018,4,6,4,0,1,95,15.0,5.0,0.0,0.0,10.0,0,0,429.0,423.0,397.7142857142857,0
63W,2012-05-24,W,1821,2012,5,24,3,0,1,118,15.0,5.0,0.0,0.0,10.0,0,0,1837.0,1990.0,1443.857142857143,1
65,2013-03-20,W,8254,2013,3,20,2,0,1,122,15.0,5.0,0.0,0.0,10.0,0,0,8090.0,8997.0,7439.0,1
85A,2008-06-18,W,1171,2008,6,18,2,0,2,146,15.0,5.0,0.0,0.0,10.0,0,0,1220.0,1326.0,1162.857142857143,1
72,2004-11-12,W,14727,2004,11,12,4,0,3,131,15.0,5.0,0.0,0.0,10.0,0,0,12988.0,16477.0,13899.142857142857,0
103,2008-03-09,U,1877,2008,3,9,6,1,1,5,15.0,5.0,0.0,0.0,10.0,0,0,1617.0,936.0,2937.714285714286,0
77,2025-10-03,W,15526,2025,10,3,4,0,3,136,0.0,0.0,0.0,0.0,0.0,0,0,15466.0,14283.0,13476.42857142857,0
169,2025-09-05,W,57,2025,9,5,4,0,3,47,0.0,0.0,0.0,0.0,0.0,0,0,145.0,155.0,101.85714285714286,0
17,2002-10-02,W,572,2002,10,2,2,0,3,48,15.0,5.0,0.0,0.0,10.0,0,0,600.0,643.0,556.4285714285714,0
N201,2011-07-14,W,40,2011,7,14,3,0,2,166,15.0,5.0,0.0,0.0,10.0,0,0,30.0,34.0,37.57142857142857,0
14,2011-12-17,A,6157,2011,12,17,5,1,0,31,15.0,5.0,0.0,0.0,10.0,0,0,12275.0,6269.0,10234.142857142857,0
120,2012-09-19,W,491,2012,9,19,2,0,3,15,15.0,5.0,0.0,0.0,10.0,0,0,675.0,711.0,693.7142857142857,0
49,2003-11-02,U,13503,2003,11,2,6,1,3,92,15.0,5.0,0.0,0.0,10.0,0,0,20230.0,12939.0,19814.85714285714,0
206,2024-07-24,W,102,2024,7,24,2,0,2,65,0.0,0.0,0.0,0.0,0.0,0,0,124.0,131.0,114.57142857142856,0
112,2025-12-20,A,523,2025,12,20,5,1,0,11,0.0,0.0,0.0,0.0,0.0,0,0,913.0,374.0,882.0,0
26,2020-10-07,W,1719,2020,10,7,2,0,3,70,0.0,0.0,0.0,0.0,0.0,0,0,1705.0,1725.0,1700.428571428571,0
84,2020-02-14,W,2609,2020,2,14,4,0,0,144,0.0,0.0,0.0,0.0,0.0,0,0,2741.0,3221.0,2687.8571428571427,0
1001,2022-09-12,W,54,2022,9,12,0,0,3,3,0.0,0.0,0.0,0.0,0.0,0,0,713.0,107.0,205.14285714285717,0
39,2020-09-21,W,797,2020,9,21,0,0,3,85,0.0,0.0,0.0,0.0,0.0,0,0,247.0,891.0,687.0,0
75,2005-11-26,A,5401,2005,11,26,5,1,3,134,15.0,5.0,0.0,0.0,10.0,0,0,4513.0,5998.0,5967.285714285715,0
52,2024-09-05,W,7125,2024,9,5,3,0,3,98,0.0,0.0,0.0,0.0,0.0,0,0,7457.0,7042.0,5730.571428571428,0
121,2019-05-03,W,916,2019,5,3,4,0,1,16,15.0,5.0,0.0,0.0,10.0,0,0,1193.0,1220.0,1165.0,0
77,2018-08-09,W,17669,2018,8,9,3,0,2,136,15.0,5.0,0.0,0.0,10.0,0,0,18131.0,18917.0,16030.857142857143,0
54B,2015-03-14,A,3472,2015,3,14,5,1,1,105,15.0,5.0,0.0,0.0,10.0,0,0,3887.0,3234.0,3288.285714285714,0
3,2025-08-25,W,16200,2025,8,25,0,0,2,76,0.0,0.0,0.0,0.0,0.0,0,0,9557.0,14617.0,14347.285714285714,0
X54,2008-02-06,W,5234,2008,2,6,2,0,0,182,15.0,5.0,0.0,0.0,10.0,0,0,6394.0,5757.0,5907.285714285715,0
53A,2005-04-21,W,9663,2005,4,21,3,0,1,101,15.0,5.0,0.0,0.0,10.0,0,0,9996.0,10660.0,8066.0,1
49B,2011-04-02,A,3896,2011,4,2,5,1,1,94,15.0,5.0,0.0,0.0,10.0,0,0,5273.0,3528.0,4865.285714285715,0
37,2026-01-28,W,2400,2026,1,28,2,0,0,83,0.0,0.0,0.0,0.0,0.0,0,0,2407.0,521.0,1630.571428571429,1
81W,2011-05-25,W,1503,2011,5,25,2,0,1,142,15.0,5.0,0.0,0.0,10.0,0,0,1652.0,1679.0,1465.142857142857,0
95W,2016-08-07,U,1538,2016,8,7,6,1,2,160,15.0,5.0,0.0,0.0,10.0,0,0,1811.0,1579.0,1987.0,0
6,2012-12-20,W,9684,2012,12,20,3,0,0,113,15.0,5.0,0.0,0.0,10.0,0,0,11972.0,12092.0,11043.714285714286,0
70,2022-02-01,W,4730,2022,2,1,1,0,0,129,0.0,0.0,0.0,0.0,0.0,0,0,4356.0,3642.0,3135.428571428572,0
X9,2007-05-18,W,12251,2007,5,18,4,0,1,185,15.0,5.0,0.0,0.0,10.0,0,0,11691.0,12054.0,11515.0,1
7,2013-09-19,W,8098,2013,9,19,3,0,3,128,15.0,5.0,0.0,0.0,10.0,0,0,8183.0,7782.0,8002.714285714285,1
63W,2003-08-06,W,2413,2003,8,6,2,0,2,118,15.0,5.0,0.0,0.0,10.0,0,0,2388.0,2291.0,1776.857142857143,1
22,2020-01-10,W,15953,2020,1,10,4,0,0,67,0.0,0.0,0.0,0.0,0.0,0,0,16439.0,16789.0,15032.714285714286,0
44,2019-03-14,W,3174,2019,3,14,3,0,1,89,15.0,5.0,0.0,0.0,10.0,0,0,3242.0,3118.0,2628.285714285714,0
77,2006-06-21,W,19673,2006,6,21,2,0,2,136,15.0,5.0,0.0,0.0,10.0,0,0,20770.0,22480.0,19150.571428571428,0
85,2006-01-24,W,12628,2006,1,24,1,0,0,145,15.0,5.0,0.0,0.0,10.0,0,0,12421.0,13114.0,11020.42857142857,1
65,2008-05-27,W,7305,2008,5,27,1,0,1,122,15.0,5.0,0.0,0.0,10.0,0,0,3592.0,7856.0,6263.428571428572,1
12,2002-06-03,W,10820,2002,6,3,0,0,2,14,15.0,5.0,0.0,0.0,10.0,0,0,5922.0,4700.0,8819.285714285714,0
55N,2018-10-01,W,696,2018,10,1,0,0,3,108,15.0,5.0,0.0,0.0,10.0,0,0,176.0,184.0,528.0,1
151,2006-02-22,W,19636,2006,2,22,2,0,0,39,15.0,5.0,0.0,0.0,10.0,0,0,19197.0,19944.0,16308.285714285714,1
135,2014-04-03,W,3535,2014,4,3,3,0,1,28,15.0,5.0,0.0,0.0,10.0,0,0,3124.0,3645.0,3647.428571428572,1
49A,2004-06-03,W,1043,2004,6,3,3,0,2,93,15.0,5.0,0.0,0.0,10.0,0,0,770.0,646.0,758.4285714285714,1
54B,2021-07-19,W,1733,2021,7,19,0,0,2,105,0.0,0.0,0.0,0.0,0.0,0,0,945.0,1573.0,1476.7142857142858,0
90,2011-01-01,U,1830,2011,1,1,5,1,0,152,15.0,5.0,0.0,0.0,10.0,0,0,3580.0,876.0,3496.5714285714284,0
57,2003-04-23,W,2907,2003,4,23,2,0,1,111,15.0,5.0,0.0,0.0,10.0,0,0,3322.0,2184.0,2160.714285714286,1
88,2002-12-22,U,546,2002,12,22,6,1,0,149,15.0,5.0,0.0,0.0,10.0,0,0,635.0,593.0,1462.142857142857,0
53,2018-09-19,W,19456,2018,9,19,2,0,3,100,15.0,5.0,0.0,0.0,10.0,0,0,19402.0,20039.0,16953.0,1
8A,2009-08-06,W,3639,2009,8,6,3,0,2,150,15.0,5.0,0.0,0.0,10.0,0,0,3405.0,3252.0,3373.1428571428573,1
92,2009-12-25,U,1594,2009,12,25,4,1,0,155,15.0,5.0,0.0,0.0,10.0,0,0,4000.0,7807.0,5250.142857142857,0
94,2025-03-08,A,5807,2025,3,8,5,1,1,157,0.0,0.0,0.0,0.0,0.0,0,0,9563.0,5495.0,8691.0,0
62H,2016-11-03,W,1154,2016,11,3,3,0,3,116,15.0,5.0,0.0,0.0,10.0,0,0,1059.0,1035.0,1008.1428571428572,0
31,2023-01-24,W,605,2023,1,24,1,0,0,78,0.0,0.0,0.0,0.0,0.0,0,0,552.0,451.0,476.0,1
97,2014-02-17,W,2318,2014,2,17,0,0,0,162,15.0,5.0,0.0,0.0,10.0,0,0,1549.0,3081.0,2749.8571428571427,0
48,2011-01-27,W,1397,2011,1,27,3,0,0,91,15.0,5.0,0.0,0.0,10.0,0,0,1375.0,1376.0,1326.0,1
88,2006-11-17,W,1943,2006,11,17,4,0,3,149,15.0,5.0,0.0,0.0,10.0,0,0,2507.0,1705.0,2017.142857142857,1
55N,2020-07-17,W,184,2020,7,17,4,0,2,108,0.0,0.0,0.0,0.0,0.0,0,0,177.0,130.0,140.42857142857142,0
J14,2019-12-25,U,2358,2019,12,25,2,1,0,165,0.0,0.0,0.0,0.0,0.0,0,0,6699.0,10183.0,7915.571428571428,0
92,2022-01-09,U,1445,2022,1,9,6,1,0,155,0.0,0.0,0.0,0.0,0.0,0,0,1762.0,1310.0,2335.1428571428573,0
201,2002-02-04,W,1054,2002,2,4,0,0,0,60,15.0,5.0,0.0,0.0,10.0,0,0,108.0,1426.0,1126.0,0
171,2010-05-17,W,1105,2010,5,17,0,0,1,50,15.0,5.0,0.0,0.0,10.0,0,0,507.0,1407.0,1126.428571428571,1
63W,2013-01-31,W,1312,2013,1,31,3,0,0,118,15.0,5.0,0.0,0.0,10.0,0,0,1595.0,1365.0,1175.428571428571,0
43,2011-08-19,W,2172,2011,8,19,4,0,2,88,15.0,5.0,0.0,0.0,10.0,0,0,2336.0,2202.0,1812.7142857142856,1
75,2007-03-25,U,4338,2007,3,25,6,1,1,134,15.0,5.0,0.0,0.0,10.0,0,0,5667.0,4417.0,7353.857142857143,0
97,2022-09-03,A,1386,2022,9,3,5,1,3,162,0.0,0.0,0.0,0.0,0.0,0,0,1960.0,1297.0,1678.142857142857,0
3,2019-06-20,W,15793,2019,6,20,3,0,2,76,15.0,5.0,0.0,0.0,10.0,0,0,15933.0,16528.0,14060.142857142857,0
80,2007-01-30,W,10721,2007,1,30,1,0,0,140,15.0,5.0,0.0,0.0,10.0,0,0,10983.0,11658.0,10180.285714285714,0
169,2019-02-06,W,200,2019,2,6,2,0,0,47,15.0,5.0,0.0,0.0,10.0,0,0,222.0,93.0,108.71428571428572,0
54B,2018-04-21,A,2211,2018,4,21,5,1,1,105,15.0,5.0,0.0,0.0,10.0,0,0,2978.0,1856.0,2415.0,0
15,2022-05-23,W,5802,2022,5,23,0,0,1,38,0.0,0.0,0.0,0.0,0.0,0,0,1882.0,3794.0,3814.714285714286,0
79,2006-03-14,W,35877,2006,3,14,1,0,1,138,15.0,5.0,0.0,0.0,10.0,0,0,36186.0,33558.0,30508.285714285717,1
10,2025-07-21,W,567,2025,7,21,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0,0,778.0,356.0,589.4285714285714,0
124,2021-07-13,W,793,2021,7,13,1,0,2,19,0.0,0.0,0.0,0.0,0.0,0,0,883.0,687.0,872.2857142857143,0
50,2017-01-27,W,9063,2017,1,27,4,0,0,96,15.0,5.0,0.0,0.0,10.0,0,0,10378.0,9549.0,8399.857142857143,1
44,2007-12-01,A,2516,2007,12,1,5,1,0,89,15.0,5.0,0.0,0.0,10.0,0,0,7141.0,2283.0,5420.571428571428,0
56A,2002-05-23,W,619,2002,5,23,3,0,1,110,15.0,5.0,0.0,0.0,10.0,0,0,698.0,648.0,627.0,0
49A,2003-08-21,W,457,2003,8,21,3,0,2,93,15.0,5.0,0.0,0.0,10.0,0,0,366.0,507.0,474.7142857142857,0
30,2011-11-21,W,4007,2011,11,21,0,0,3,77,15.0,5.0,0.0,0.0,10.0,0,0,673.0,4116.0,3210.714285714286,1
21,2017-06-10,A,7509,2017,6,10,5,1,2,66,15.0,5.0,0.0,0.0,10.0,0,0,10203.0,8354.0,8886.42857142857,0
72,2002-02-06,W,15911,2002,2,6,2,0,0,131,15.0,5.0,0.0,0.0,10.0,0,0,16782.0,13804.0,13807.57142857143,1
134,2006-05-30,W,2681,2006,5,30,1,0,1,27,15.0,5.0,0.0,0.0,10.0,0,0,1911.0,2791.0,2540.0,0
63,2004-01-14,W,21096,2004,1,14,2,0,0,117,15.0,5.0,0.0,0.0,10.0,0,0,20532.0,18935.0,18816.285714285717,1
103,2012-02-25,A,1809,2012,2,25,5,1,0,5,15.0,5.0,0.0,0.0,10.0,0,0,3593.0,1979.0,3075.1428571428573,0
76,2008-06-26,W,11600,2008,6,26,3,0,2,135,15.0,5.0,0.0,0.0,10.0,0,0,11380.0,11321.0,10100.714285714286,1
91,2007-11-15,W,9644,2007,11,15,3,0,3,154,15.0,5.0,0.0,0.0,10.0,0,0,9622.0,9797.0,8027.285714285715,1
21,2007-08-22,W,7520,2007,8,22,2,0,2,66,15.0,5.0,0.0,0.0,10.0,0,0,7482.0,7498.0,6967.428571428572,0
62,2016-06-24,W,10008,2016,6,24,4,0,2,115,15.0,5.0,0.0,0.0,10.0,0,0,9957.0,11274.0,9149.714285714286,0
67,2019-06-11,W,10206,2019,6,11,1,0,2,124,15.0,5.0,0.0,0.0,10.0,0,0,9411.0,9937.0,8734.0,0
18,2020-01-19,U,1505,2020,1,19,6,1,0,54,0.0,0.0,0.0,0.0,0.0,0,0,2304.0,1650.0,3294.8571428571427,0
53A,2015-04-04,A,3521,2015,4,4,5,1,1,101,15.0,5.0,0.0,0.0,10.0,0,0,5546.0,3728.0,6245.428571428572,0
136,2023-12-18,W,798,2023,12,18,0,0,0,29,0.0,0.0,0.0,0.0,0.0,0,0,576.0,1018.0,826.8571428571429,0
145,2010-03-19,W,6654,2010,3,19,4,0,1,34,15.0,5.0,0.0,0.0,10.0,0,0,7323.0,6792.0,5879.428571428572,0
84,2022-08-18,W,1945,2022,8,18,3,0,2,144,0.0,0.0,0.0,0.0,0.0,0,0,2032.0,2088.0,1692.7142857142858,0
7,2019-12-06,W,5475,2019,12,6,4,0,0,128,0.0,0.0,0.0,0.0,0.0,0,0,5687.0,5825.0,5106.714285714285,0
80,2006-10-31,W,13381,2006,10,31,1,0,3,140,15.0,5.0,0.0,0.0,10.0,0,0,12837.0,14047.0,12432.857142857143,1
53,2013-03-20,W,20631,2013,3,20,2,0,1,100,15.0,5.0,0.0,0.0,10.0,0,0,20971.0,22168.0,18974.285714285717,1
8A,2004-09-12,U,2517,2004,9,12,6,1,3,150,15.0,5.0,0.0,0.0,10.0,0,0,3157.0,2580.0,3284.428571428572,0
35,2022-02-20,U,758,2022,2,20,6,1,0,81,0.0,0.0,0.0,0.0,0.0,0,0,1108.0,801.0,1864.4285714285716,0
5,2020-08-19,W,160,2020,8,19,2,0,2,95,0.0,0.0,0.0,0.0,0.0,0,0,237.0,308.0,202.7142857142857,0
95W,2015-04-18,A,2070,2015,4,18,5,1,1,160,15.0,5.0,0.0,0.0,10.0,0,0,2635.0,2268.0,2364.0,0
97,2004-12-29,W,3095,2004,12,29,2,0,0,162,15.0,5.0,0.0,0.0,10.0,0,0,2557.0,2788.0,2090.428571428572,0
80,2003-01-19,U,4941,2003,1,19,6,1,0,140,15.0,5.0,0.0,0.0,10.0,0,0,7299.0,4975.0,9515.714285714286,0
148,2008-02-22,W,2128,2008,2,22,4,0,0,37,15.0,5.0,0.0,0.0,10.0,0,0,2050.0,2071.0,1974.857142857143,0
151,2001-08-22,W,24199,2001,8,22,2,0,2,39,15.0,5.0,0.0,0.0,10.0,0,0,26004.0,26186.0,24697.285714285717,1
108,2017-11-27,W,1216,2017,11,27,0,0,3,7,15.0,5.0,0.0,0.0,10.0,0,0,583.0,1238.0,1088.571428571429,0
88,2017-08-08,W,1228,2017,8,8,1,0,2,149,15.0,5.0,0.0,0.0,10.0,0,0,1110.0,1236.0,988.0,0
X55,2009-10-09,W,5613,2009,10,9,4,0,3,183,15.0,5.0,0.0,0.0,10.0,0,0,5663.0,5908.0,5844.0,1
155,2009-04-13,W,7617,2009,4,13,0,0,1,42,15.0,5.0,0.0,0.0,10.0,0,0,4684.0,7103.0,6748.714285714285,1
84,2016-09-12,W,3991,2016,9,12,0,0,3,144,15.0,5.0,0.0,0.0,10.0,0,0,1475.0,1467.0,3118.8571428571427,1
36,2014-10-14,W,13157,2014,10,14,1,0,3,82,15.0,5.0,0.0,0.0,10.0,0,0,12540.0,13712.0,12898.0,0
35,2003-04-16,W,4734,2003,4,16,2,0,1,81,15.0,5.0,0.0,0.0,10.0,0,0,5794.0,5629.0,4749.285714285715,0
106,2008-07-08,W,1732,2008,7,8,1,0,2,6,15.0,5.0,0.0,0.0,10.0,0,0,1934.0,1889.0,1228.7142857142858,1
11,2018-03-26,W,1304,2018,3,26,0,0,1,8,15.0,5.0,0.0,0.0,10.0,0,0,491.0,1550.0,1236.2857142857142,0
53,2006-03-17,W,21515,2006,3,17,4,0,1,100,15.0,5.0,0.0,0.0,10.0,0,0,20757.0,23505.0,18675.85714285714,1
63W,2015-08-24,W,1337,2015,8,24,0,0,2,118,15.0,5.0,0.0,0.0,10.0,0,0,317.0,1207.0,1023.7142857142856,0
201,2004-12-26,U,95,2004,12,26,6,1,0,60,15.0,5.0,0.0,0.0,10.0,0,0,102.0,96.0,806.7142857142857,0
170,2004-10-07,W,40,2004,10,7,3,0,3,49,15.0,5.0,0.0,0.0,10.0,0,0,249.0,281.0,251.7142857142857,0
81W,2022-01-17,W,623,2022,1,17,0,0,0,142,0.0,0.0,0.0,0.0,0.0,0,0,286.0,634.0,622.4285714285714,0
57,2014-07-08,W,4529,2014,7,8,1,0,2,111,15.0,5.0,0.0,0.0,10.0,0,0,4395.0,4441.0,3479.285714285714,1
10,2004-07-19,W,1296,2004,7,19,0,0,2,1,15.0,5.0,0.0,0.0,10.0,0,0,1227.0,1007.0,1164.571428571429,1
119,2006-01-12,W,5747,2006,1,12,3,0,0,13,15.0,5.0,0.0,0.0,10.0,0,0,5552.0,4756.0,4803.428571428572,1
54,2009-04-27,W,7483,2009,4,27,0,0,1,103,15.0,5.0,0.0,0.0,10.0,0,0,6137.0,8675.0,8550.714285714286,0
X98,2013-10-25,W,19,2013,10,25,4,0,3,186,15.0,5.0,0.0,0.0,10.0,0,0,17.0,6.0,17.285714285714285,0
53,2011-07-01,W,21656,2011,7,1,4,0,2,100,15.0,5.0,0.0,0.0,10.0,0,0,19726.0,20780.0,18651.0,1
71,2017-03-10,W,9373,2017,3,10,4,0,1,130,15.0,5.0,0.0,0.0,10.0,0,0,9421.0,10391.0,8815.285714285714,1
8A,2008-05-20,W,4063,2008,5,20,1,0,1,150,15.0,5.0,0.0,0.0,10.0,0,0,3633.0,4789.0,3873.142857142857,1
126,2004-07-06,W,8172,2004,7,6,1,0,2,21,15.0,5.0,0.0,0.0,10.0,0,0,2765.0,10779.0,6924.857142857143,1
X9,2020-10-30,W,2995,2020,10,30,4,0,3,185,0.0,0.0,0.0,0.0,0.0,0,0,2554.0,2830.0,2652.8571428571427,0
44,2004-04-12,W,4793,2004,4,12,0,0,1,89,15.0,5.0,0.0,0.0,10.0,0,0,1588.0,7041.0,5312.428571428572,1
93,2020-10-06,W,1624,2020,10,6,1,0,3,156,0.0,0.0,0.0,0.0,0.0,0,0,1659.0,1479.0,1494.428571428571,0
145,2003-12-07,U,1721,2003,12,7,6,1,0,34,15.0,5.0,0.0,0.0,10.0,0,0,1557.0,1580.0,3795.714285714286,0
36,2016-02-10,W,12092,2016,2,10,2,0,0,82,15.0,5.0,0.0,0.0,10.0,0,0,12279.0,12962.0,12246.857142857143,0
9,2016-01-25,W,17878,2016,1,25,0,0,0,151,15.0,5.0,0.0,0.0,10.0,0,0,12301.0,9871.0,15986.857142857143,0
X4,2008-12-03,W,3769,2008,12,3,2,0,0,180,15.0,5.0,0.0,0.0,10.0,0,0,3262.0,2827.0,2586.8571428571427,1
55N,2021-08-16,W,204,2021,8,16,0,0,2,108,0.0,0.0,0.0,0.0,0.0,0,0,197.0,99.0,186.8571428571429,0
54B,2021-07-03,A,1245,2021,7,3,5,1,2,105,0.0,0.0,0.0,0.0,0.0,0,0,1786.0,951.0,1411.142857142857,0
52A,2016-11-14,W,4680,2016,11,14,0,0,3,99,15.0,5.0,0.0,0.0,10.0,0,0,1411.0,4595.0,3588.714285714286,1
50,2008-07-14,W,8690,2008,7,14,0,0,2,96,15.0,5.0,0.0,0.0,10.0,0,0,4006.0,8363.0,7610.142857142857,1
125,2008-02-26,W,2490,2008,2,26,1,0,0,20,15.0,5.0,0.0,0.0,10.0,0,0,2652.0,2154.0,2465.714285714286,1
78,2013-06-22,A,5727,2013,6,22,5,1,2,137,15.0,5.0,0.0,0.0,10.0,0,0,8488.0,5417.0,7822.142857142857,0
55,2013-07-03,W,12432,2013,7,3,2,0,2,106,15.0,5.0,0.0,0.0,10.0,0,0,11459.0,10354.0,10468.714285714286,1
95,2021-07-12,W,2457,2021,7,12,0,0,2,158,0.0,0.0,0.0,0.0,0.0,0,0,1544.0,2145.0,2403.0,0
119,2022-12-05,W,2081,2022,12,5,0,0,0,13,0.0,0.0,0.0,0.0,0.0,0,0,949.0,2100.0,1752.857142857143,0
72,2005-09-20,W,17859,2005,9,20,1,0,3,131,15.0,5.0,0.0,0.0,10.0,0,0,16188.0,17028.0,15252.42857142857,1
50,2005-06-16,W,7420,2005,6,16,3,0,2,96,15.0,5.0,0.0,0.0,10.0,0,0,8252.0,7582.0,6606.142857142857,0
152,2014-01-27,W,4868,2014,1,27,0,0,0,40,15.0,5.0,0.0,0.0,10.0,0,0,2679.0,5886.0,7123.714285714285,0
4,2005-09-13,W,24154,2005,9,13,1,0,3,86,15.0,5.0,0.0,0.0,10.0,0,0,26625.0,24366.0,22697.0,1
145,2002-12-22,U,2314,2002,12,22,6,1,0,34,15.0,5.0,0.0,0.0,10.0,0,0,4255.0,2884.0,6693.714285714285,0
21,2010-10-28,W,9159,2010,10,28,3,0,3,66,15.0,5.0,0.0,0.0,10.0,0,0,10469.0,9470.0,8880.42857142857,1
103,2024-03-10,U,580,2024,3,10,6,1,1,5,0.0,0.0,0.0,0.0,0.0,0,0,735.0,778.0,1241.2857142857142,0
63W,2015-10-24,A,591,2015,10,24,5,1,3,118,15.0,5.0,0.0,0.0,10.0,0,0,1297.0,526.0,1174.7142857142858,0
10,2018-08-22,W,524,2018,8,22,2,0,2,1,15.0,5.0,0.0,0.0,10.0,0,0,555.0,813.0,691.5714285714286,0
94,2022-02-09,W,6722,2022,2,9,2,0,0,157,0.0,0.0,0.0,0.0,0.0,0,0,6728.0,3957.0,4776.857142857143,0
82,2020-07-27,W,6399,2020,7,27,0,0,2,143,0.0,0.0,0.0,0.0,0.0,0,0,3454.0,6605.0,5996.285714285715,0
143,2020-05-20,W,67,2020,5,20,2,0,1,32,0.0,0.0,0.0,0.0,0.0,0,0,63.0,77.0,78.85714285714286,0
172,2013-09-13,W,872,2013,9,13,4,0,3,51,15.0,5.0,0.0,0.0,10.0,0,0,1379.0,1087.0,1001.8571428571428,0
49A,2012-04-27,W,647,2012,4,27,4,0,1,93,15.0,5.0,0.0,0.0,10.0,0,0,734.0,677.0,652.5714285714286,0
67,2005-05-04,W,17147,2005,5,4,2,0,1,124,15.0,5.0,0.0,0.0,10.0,0,0,17422.0,14701.0,13979.42857142857,1
201,2025-05-22,W,1201,2025,5,22,3,0,1,60,0.0,0.0,0.0,0.0,0.0,0,0,1199.0,1310.0,1174.7142857142858,0
135,2008-07-17,W,4403,2008,7,17,3,0,2,28,15.0,5.0,0.0,0.0,10.0,0,0,3979.0,4543.0,4212.714285714285,1
49B,2022-08-03,W,3355,2022,8,3,2,0,2,94,0.0,0.0,0.0,0.0,0.0,0,0,3573.0,3542.0,3110.0,0
170,2009-07-16,W,231,2009,7,16,3,0,2,49,15.0,5.0,0.0,0.0,10.0,0,0,211.0,345.0,275.85714285714283,0
52,2015-07-13,W,10593,2015,7,13,0,0,2,98,15.0,5.0,0.0,0.0,10.0,0,0,6179.0,10995.0,10027.857142857143,0
165,2010-03-12,W,74,2010,3,12,4,0,1,45,15.0,5.0,0.0,0.0,10.0,0,0,53.0,81.0,64.85714285714286,0
50,2005-10-16,U,2828,2005,10,16,6,1,3,96,15.0,5.0,0.0,0.0,10.0,0,0,4741.0,2940.0,7060.285714285715,0
10,2008-07-27,U,1011,2008,7,27,6,1,2,1,15.0,5.0,0.0,0.0,10.0,0,0,1675.0,1280.0,1504.142857142857,1
55A,2023-01-31,W,150,2023,1,31,1,0,0,107,0.0,0.0,0.0,0.0,0.0,0,0,107.0,106.0,128.0,0
77,2013-04-25,W,24963,2013,4,25,3,0,1,136,15.0,5.0,0.0,0.0,10.0,0,0,24819.0,20231.0,20818.85714285714,1
148,2008-11-24,W,2314,2008,11,24,0,0,3,37,15.0,5.0,0.0,0.0,10.0,0,0,1979.0,2358.0,2248.8571428571427,1
121,2021-04-30,W,63,2021,4,30,4,0,1,16,0.0,0.0,0.0,0.0,0.0,0,0,68.0,86.0,75.71428571428571,0
75,2019-08-24,A,4813,2019,8,24,5,1,2,134,0.0,0.0,0.0,0.0,0.0,0,0,6176.0,4472.0,5399.142857142857,0
88,2002-08-03,A,784,2002,8,3,5,1,2,149,15.0,5.0,0.0,0.0,10.0,0,0,1439.0,738.0,1231.142857142857,0
135,2001-08-27,W,3077,2001,8,27,0,0,2,28,15.0,5.0,0.0,0.0,10.0,0,0,2425.0,2780.0,2854.8571428571427,0
171,2018-08-01,W,251,2018,8,1,2,0,2,50,15.0,5.0,0.0,0.0,10.0,0,0,316.0,298.0,282.0,0
